City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
524,spring creek,40.7266,-115.5859,284.98,26,20,2.46,US,1694929294
525,loreto,22.2667,-101.9667,290.09,76,81,6.13,MX,1694929294
526,az zuwaytinah,30.9522,20.1202,297.19,73,22,4.76,LY,1694929295
527,tocopilla,-22.092,-70.1979,291.17,58,28,1.61,CL,1694929161
528,tual,-5.6667,132.75,298.54,79,88,7.86,ID,1694929296
529,gadzhiyevo,69.2551,33.3362,280.84,77,90,1.71,RU,1694929296
530,eagle point,42.4726,-122.8028,294.4,51,60,0.63,US,1694929297
531,grand falls-windsor,48.9332,-55.6649,293.43,95,100,3.65,CA,1694929297
532,pionerskiy,54.9508,20.2275,285.79,84,1,4.97,RU,1694929300
533,henryetta,35.4398,-95.9819,289.74,70,3,0.18,US,1694929300
534,saint-philippe,-21.3585,55.7679,299.92,73,38,6.25,RE,1694929301
535,chaplygin,53.2432,39.9629,287.84,63,7,3.42,RU,1694929301
536,nago,26.5881,127.9761,300.24,71,78,2.48,JP,1694929298
537,pisco,-13.7,-76.2167,291.18,88,0,3.09,PE,1694929165
538,montelibano,7.9829,-75.4229,297.47,95,100,1.24,CO,1694929302
539,askale,39.9208,40.695,287.79,61,2,1.28,TR,1694929303
540,ranibennur,14.6167,75.6167,301.55,58,90,7.61,IN,1694929304
541,pasni,25.2631,63.471,301.18,79,49,5.86,PK,1694929304
542,karratha,-20.7377,116.8463,302.77,35,25,5.27,AU,1694929287
543,queenstown,-31.8976,26.8753,281.05,48,100,3.71,ZA,1694929073
544,meiktila,20.8667,95.8667,303.81,64,91,2.56,MM,1694929305
545,guerrero negro,27.9769,-114.0611,292.76,81,87,6.1,MX,1694929305
546,bolands,17.0657,-61.8747,300.42,54,75,3.6,AG,1694929305
547,tidjikja,18.5564,-11.4271,301.4,56,96,2.2,MR,1694929306
548,longmen,24.9597,118.0889,305.49,55,10,1.28,CN,1694929306
549,chhatarpur,24.9,79.6,300.94,74,77,5.8,IN,1694929306
550,goundam,16.4145,-3.6708,302.74,47,100,4.66,ML,1694929307
551,malakanagiri,18.35,81.9,304.47,60,14,2.0,IN,1694929307
552,rundu,-17.9333,19.7667,296.44,15,0,3.19,NA,1694929107
553,niafunke,15.9322,-3.9906,301.45,56,100,4.19,ML,1694929307
554,san martin de los andes,-40.1604,-71.3486,269.55,98,78,2.59,AR,1694929298
555,bucerias,20.75,-105.3333,299.81,90,49,1.14,MX,1694929263
556,west odessa,31.8424,-102.4988,294.37,74,0,2.06,US,1694929166
